stateCategory,stateCategory-href,schoolLink,schoolLink-href,name,brief,website,acronym,founded,motto,address,phone,fax,locations,admissionOffice,students,academicCalendar,staff,campusSetting,controlType,religiousAffiliation,entityType,library,financialAid,housing,studyAbroad,sportFacility,distanceLearning,accreditations,affiliations,facebook,twitter,linkedin,instagram,youtube,itunes,wikipedia,admissionRate,BDtuitionIn,BDtuitionOut,MDtuitionIn,MDtuitionOut
"Alberta","http://www.4icu.org/ca/alberta/","MacEwan University","http://www.4icu.org/reviews/12358.htm","MacEwan University","Established in 1971, MacEwan University is a non-profit public higher education institution located in the urban setting of the medium-sized city of Edmonton (population range of 500,000-1,000,000 inhabitants), Alberta.  Officially accredited and/or recognized by the Alberta Advanced Education, MacEwan University  is a very large (uniRank enrollment range: 35,000-39,999 students) coeducational higher education institution. MacEwan University offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation degrees), bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 46 years old higher-education institution has a selective admission policy based on students' past academic record and grades. International applicants are eligible to apply for enrollment.  MacEwan University also provides several academic and non-academic facilities and services to students including a library,  housing,  sport facilities and/or activities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services.","http://www.macewan.ca","null","Discendo Floremus
Through learning we flourish","Blue","PO Box 1796

Edmonton (population range: 500,000-1,000,000)

T5J 2P2 Alberta Canada","+1 (780) 497 5040","+1 (780) 497 5001","null","PO Box 1796

Edmonton T5J 2P2+1 (780) 497 5397

(888) 497 4622","35,000-39,999","Semesters","3,000-3,499","Urban","Public","None","Non-Profit","Yes","Yes","Yes","Yes","Yes","Yes","[{""accreditations"":""\n\nAlberta Advanced Education\n""}]","[{""affiliations"":""Alberta Colleges Athletics Conference (ACAA)""},{""affiliations"":""Colleges and Institutes Canada (CICan)""},{""affiliations"":""Canadian Collegiate Athletic Association (CCAA)""},{""affiliations"":""Alberta Association of Colleges and Technical Institutes (AACTI)""},{""affiliations"":""Canadian Bureau for International Education (CBIE)""},{""affiliations"":""Ca""}]","https://www.facebook.com/MacEwanUniversity/","https://twitter.com/MacEwanU","https://www.linkedin.com/school/27611","https://www.instagram.com/macewanu/","","Not reported","https://en.wikipedia.org/wiki/MacEwan_University","Not reported","2,500-5,000 US$ (1,800-3,700 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)","Not reported","Not reported"
"New Brunswick","http://www.4icu.org/ca/new-brunswick/","Université de Moncton","http://www.4icu.org/reviews/592.htm","Université de Moncton","Established in 1864, Université de Moncton (University of Moncton) is a non-profit public higher education institution located in the urban setting of the large town of Moncton (population range of 50,000-249,999 inhabitants), New Brunswick. This institution has also branch campuses in the following location(s): Edmundston, Shippagan. Officially accredited and/or recognized by the Department of Post-Secondary Education, Training and Labour, New Brunswick, Université de Moncton (UM) is a small (uniRank enrollment range: 5,000-5,999 students) coeducational higher education institution. Université de Moncton (UM) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation degrees), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 153 years old higher-education institution has a selective admission policy based on students' past academic record and grades.  The admission rate range is 50-60% making this Canadian higher education organization a averagely selective institution. International applicants are eligible to apply for enrollment.  UM also provides several academic and non-academic facilities and services to students including a library,  housing,  sport facilities and/or activities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services.","http://www.umoncton.ca","UM","1864","Surge illuminare
Arise and shine","165, Rue Massey

Moncton (population range: 50,000-249,999)

E1A 3E9 New Brunswick Canada","+1 (506) 858 4000","+1 (506) 858 4379","Edmundston, Shippagan","Registrariat - Service de l'admission

Moncton E1A 3E9+1 (506) 858 4115

800 363 8336","5,000-5,999","Semesters","900-999","Urban","Public","None","Non-Profit","Yes","Yes","Yes","Yes","Yes","Yes","[{""accreditations"":""\n\nDepartment of Post-Secondary Education, Training and Labour, New Brunswick\n""}]","[{""affiliations"":""Universities Canada (UC)""},{""affiliations"":""Association of Universities of the Canadian Francophonie (AUFC)""},{""affiliations"":""Association of University Forestry Schools of Canada (AUFSC)""},{""affiliations"":""Canadian Bureau for International Education (CBIE)""},{""affiliations"":""Canadian University Press (CUP)""}]","https://www.facebook.com/UdeMCampusdeMoncton/","","https://www.linkedin.com/company/universit-de-moncton-campus-de-shippagan","https://www.instagram.com/campus_shippagan/","","Not reported","https://en.wikipedia.org/wiki/Universit%C3%A9_de_Moncton","50-60%","Not reported","Not reported","Not reported","Not reported"
"Quebec","http://www.4icu.org/ca/quebec/","Université du Québec à Montréal","http://www.4icu.org/reviews/9189.htm","Université du Québec à Montréal","Founded in 1969, Université du Québec à Montréal (University of Québec in Montréal) is a non-profit public higher education institution located in the urban setting of the large city of Montréal (population range of 1,000,000-5,000,000 inhabitants), Quebec. This institution has also branch campuses in the following location(s): Lanaudière, Laval, Montérégie, Ouest de l'île. Officially accredited and/or recognized by the Ministre de l'Éducation, de l'Enseignement supérieur et de la Recherche, Québec (Ministry of Education, Higher Education and Research, Quebec), Université du Québec à Montréal (UQAM) is a very large (uniRank enrollment range: 40,000-44,999 students) coeducational higher education institution. Université du Québec à Montréal (UQAM) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 48 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades. International students are welcome to apply for enrollment.  UQAM also provides several academic and non-academic facilities and services to students including a library,  housing,  sport facilities and/or activities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services.","http://www.uqam.ca","UQAM","1969","L'effet UQAM","PO Box 8888, Succursale Centre-ville

Montréal (population range: 1,000,000-5,000,000)

H3C 3P8 Quebec Canada","+1 (514) 987 3000","+1 (514) 987 0399","Lanaudière, Laval, Montérégie, Ouest de l'île","PO Box 8888, succ. Centre-Ville

Montréal H3C 3P8+1 (514) 987 3132

(514) 987 8932","40,000-44,999","Trimesters","over-5,000","Urban","Public","None","Non-Profit","Yes","Yes","Yes","Yes","Yes","Yes","[{""accreditations"":""\n\nMinistre de l'Éducation, de l'Enseignement supérieur et de la Recherche, Québec\n""},{""accreditations"":""Canadian Information Processing Society (CIPS)""},{""accreditations"":""Chambre de l'assurance de dommages (CHAD)""},{""accreditations"":""The Society of Management Accountants of Canada (CMA Canada)""},{""accreditations"":""Chambre de la sécurité""},{""accreditations"":""financière""},{""accreditations"":""Leadership in Energy and Environmental Design (LEED)""}]","[{""affiliations"":""Universities Canada (UC)""},{""affiliations"":""Canadian Bureau for International Education (CBIE)""}]","https://www.facebook.com/uqam1/","https://twitter.com/uqam","https://www.linkedin.com/school/11827","","","Not reported","https://en.wikipedia.org/wiki/Universit%C3%A9_du_Qu%C3%A9bec_%C3%A0_Montr%C3%A9al","Not reported","1,000-2,500 US$ (750-1,800 Euro)","7,500-10,000 US$ (5,500-7,400 Euro)","1,000-2,500 US$ (750-1,800 Euro)","7,500-10,000 US$ (5,500-7,400 Euro)"
"New Brunswick","http://www.4icu.org/ca/new-brunswick/","Mount Allison University","http://www.4icu.org/reviews/551.htm","Mount Allison University","Founded in 1839, Mount Allison University is a non-profit public higher education institution located in the rural setting of the small town of Sackville (population range of 2,500-9,999 inhabitants), New Brunswick. This institution has also branch campuses in the following location(s): Moncton. Officially accredited and/or recognized by the Department of Post-Secondary Education, Training and Labour, New Brunswick, Mount Allison University (MTA) is a small (uniRank enrollment range: 2,000-2,999 students) coeducational higher education institution. Mount Allison University (MTA) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 178 years old higher-education institution has a selective admission policy based on students' past academic record and grades.  The admission rate range is 60-70% making this Canadian higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  MTA also provides several academic and non-academic facilities and services to students including a library,  housing,  sport facilities and/or activities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services.","http://www.mta.ca","MTA","1839","Present Intense. Future Perfect.","65 York Street

Sackville (population range: 2,500-9,999)

E4L 1E4 New Brunswick Canada","+1 (506) 364 2269","+1 (506) 364 2272","Moncton","65 York Street

Sackville E4L 1E4+1 (506) 364 2269","2,000-2,999","Semesters","200-299","Rural","Public","None","Non-Profit","Yes","Yes","Yes","Yes","Yes","Yes","[{""accreditations"":""\n\nDepartment of Post-Secondary Education, Training and Labour, New Brunswick\n""}]","[{""affiliations"":""United Church of Canada""},{""affiliations"":""Universities Canada (UC)""},{""affiliations"":""Association of Commonwealth Universities (ACU)""},{""affiliations"":""Canadian Virtual University (CVU)""},{""affiliations"":""Canadian Bureau for International Education (CBIE)""}]","https://www.facebook.com/mountallison/","https://twitter.com/mountallison","https://www.linkedin.com/school/542879","https://www.flickr.com/photos/mountallison","","Not reported","https://en.wikipedia.org/wiki/Mount_Allison_University","60-70%","5,000-7,500 US$ (3,700-5,500 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)","0-1,000 US$ (0-750 Euro)","Not reported"
"Quebec","http://www.4icu.org/ca/quebec/","École Polytechnique de Montréal","http://www.4icu.org/reviews/560.htm","École Polytechnique de Montréal","Established in 1873, École Polytechnique de Montréal (Polytechnic School of Montreal) is a non-profit public higher education institution located in the urban setting of the large city of Montreal (population range of 1,000,000-5,000,000 inhabitants), Quebec.  Officially accredited and/or recognized by the Ministre de l'Éducation, de l'Enseignement supérieur et de la Recherche, Québec (Ministry of Education, Higher Education and Research, Quebec), École Polytechnique de Montréal (EPM) is a small (uniRank enrollment range: 4,000-4,999 students) coeducational higher education institution. École Polytechnique de Montréal (EPM) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation degrees), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. International applicants are eligible to apply for enrollment.  EPM also provides several academic and non-academic facilities and services to students including a library,  housing,  sport facilities and/or activities,  financial aids and/or scholarships,  study abroad and exchange programs,  as well as administrative services.","http://www.polymtl.ca","EPM","1873","Ut tensio sic vis
As the extension, the force","CP 6079, Succursale Centre Ville

Montreal (population range: 1,000,000-5,000,000)

H3C 3A7 Quebec Canada","+1 (514) 340 4711","+1 (514) 340 5836","null","+1","4,000-4,999","Semesters","Not reported","Urban","Public","None","Non-Profit","Yes","Yes","Yes","Yes","Yes","Not reported","[{""accreditations"":""\n\nMinistre de l'Éducation, de l'Enseignement supérieur et de la Recherche, Québec\n""}]","[{""affiliations"":""Universities Canada (UC)""},{""affiliations"":""Canadian Bureau for International Education (CBIE)""}]","https://www.facebook.com/polymtl/","https://twitter.com/polymtl","https://www.linkedin.com/company/ecole-polytechnique-de-montreal","https://www.instagram.com/polymtl/","","Not reported","https://en.wikipedia.org/wiki/%C3%89cole_Polytechnique_de_Montr%C3%A9al","Not reported","1,000-2,500 US$ (750-1,800 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)"
"Alberta","http://www.4icu.org/ca/alberta/","St Mary's University","http://www.4icu.org/reviews/9278.htm","St Mary's University","Established in 1986, St Mary's University is a non-profit private higher education institution located in the urban setting of the large city of Calgary (population range of 1,000,000-5,000,000 inhabitants), Alberta.  Officially accredited and/or recognized by the Alberta Advanced Education, St Mary's University (StMU) is a very small (uniRank enrollment range: 500-999 students) coeducational higher education institution formally affiliated with the Christian-Catholic religion. St Mary's University (StMU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation degrees), bachelor degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 31 years old higher-education institution has a selective admission policy based on students' past academic record and grades.  The admission rate range is 80-90% making this Canadian higher education organization a least selective institution. International applicants are eligible to apply for enrollment.  StMU also provides several academic and non-academic facilities and services to students including a library,  sport facilities and/or activities,  financial aids and/or scholarships,  as well as administrative services.","http://www.stmu.ca","StMU","1986","In lumine tuo videbimus lumen
In your light we shall see light","14500 Bannister Road SW

Calgary (population range: 1,000,000-5,000,000)

T2X 1Z4 Alberta Canada","+1 (403) 531 9130","+1 (403) 531 9136","null","14500 Bannister Road SW

Calgary T2X 1Z4+1 (403) 531 9130","500-999","Semesters","50-99","Urban","Private","Christian-Catholic","Non-Profit","Yes","Yes","Not reported","Not reported","Yes","Not reported","[{""accreditations"":""\n\nAlberta Advanced Education\n""}]","[{""affiliations"":""Association of Catholic Colleges and Universities (ACCU)""}]","https://www.facebook.com/StMarysUniversityCalgary/","https://twitter.com/StMarysUC","https://www.linkedin.com/company/st.-mary%27s-university-college_2","https://www.instagram.com/stmarysuniversity/","","Not reported","https://en.wikipedia.org/wiki/St._Mary%27s_University,_Calgary","80-90%","5,000-7,500 US$ (3,700-5,500 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)","Not reported","Not reported"
"Nova Scotia","http://www.4icu.org/ca/nova-scotia/","Acadia University","http://www.4icu.org/reviews/513.htm","Acadia University","Founded in 1838, Acadia University is a non-profit public higher education institution located in the rural setting of the small town of Wolfville (population range of 2,500-9,999 inhabitants), Nova Scotia.  Officially accredited and/or recognized by the Department of Labour and Advanced Education, Nova Scotia, Acadia University (AU) is a small (uniRank enrollment range: 3,000-3,999 students) coeducational higher education institution. Acadia University (AU) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation degrees), bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 179 years old higher-education institution has a selective admission policy based on students' past academic record and grades.  The admission rate range is 60-70% making this Canadian higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  AU also provides several academic and non-academic facilities and services to students including a library,  sport facilities and/or activities,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services.","http://www.acadiau.ca","AU","1838","In pulvere vinces
In dust, you conquer","15 University Ave

Wolfville (population range: 2,500-9,999)

B4P 2R6 Nova Scotia Canada","+1 (902) 542 1016","+1 (902) 585 1092","null","15 University Ave, PO Box 40

Wolfville B4P 2R6+1 (902) 585 1016","3,000-3,999","Semesters","200-299","Rural","Public","None","Non-Profit","Yes","Not reported","Not reported","Yes","Yes","Yes","[{""accreditations"":""\n\nDepartment of Labour and Advanced Education, Nova Scotia\n""}]","[{""affiliations"":""Universities Canada (UC)""},{""affiliations"":""Maple League of Universities (MLU)""},{""affiliations"":""Canadian University Society for Intercollegiate Debate (CUSID)""},{""affiliations"":""Canadian Bureau for International Education (CBIE)""},{""affiliations"":""Canadian University Press (CUP)""}]","https://www.facebook.com/acadiauniversity/","https://twitter.com/acadiau","https://www.linkedin.com/school/21618","https://www.flickr.com/photos/acadiauniversity","","Not reported","https://en.wikipedia.org/wiki/Acadia_University","60-70%","5,000-7,500 US$ (3,700-5,500 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)","7,500-10,000 US$ (5,500-7,400 Euro)","17,500-20,000 US$ (12,900-14,700 Euro)"
"Manitoba","http://www.4icu.org/ca/manitoba/","Canadian Mennonite University","http://www.4icu.org/reviews/9196.htm","Canadian Mennonite University","Established in 2000, Canadian Mennonite University is a non-profit private higher education institution located in the urban setting of the medium-sized city of Winnipeg (population range of 500,000-1,000,000 inhabitants), Manitoba.  Officially accredited and/or recognized by the Department of Advanced Education and Literacy, Manitoba, Canadian Mennonite University (CMU) is a very small (uniRank enrollment range: 1,000-1,999 students) coeducational higher education institution formally affiliated with the Christian-Mennonite religion. Canadian Mennonite University (CMU) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 17 years old higher-education institution has a selective admission policy based on students' past academic record and grades. International applicants are eligible to apply for enrollment.  CMU also provides several academic and non-academic facilities and services to students including a library,  housing,  sport facilities and/or activities,  financial aids and/or scholarships,  as well as administrative services.","http://www.cmu.ca","CMU","2000 Merger between Canadian Mennonite Bible College (1947), Concord College (1944) and Menno Simons College (1988)","Find your place","500 Shaftesbury Boulevard

Winnipeg (population range: 500,000-1,000,000)

R3P 2N2 Manitoba Canada","+1 (204) 487 3300","+1 (204) 487 3858","null","+1 

877-231-4570","1,000-1,999","Semesters","50-99","Urban","Private","Christian-Mennonite","Non-Profit","Yes","Yes","Yes","Not reported","Yes","Not reported","[{""accreditations"":""\n\nDepartment of Advanced Education and Literacy, Manitoba\n""}]","[{""affiliations"":""Universities Canada (UC)""},{""affiliations"":""Christian Higher Education Canada (CHEC)""},{""affiliations"":""Manitoba Colleges Athletic Conference (MCAC)""},{""affiliations"":""Northern Intercollegiate Athletic Conference (NIAC)""},{""affiliations"":""Canadian Association of Music Therapists (CAMT)""}]","https://www.facebook.com/CMUwpg/","https://twitter.com/CMUwpg","https://www.linkedin.com/school/935430","https://www.instagram.com/CMUwpg/","","Not reported","https://en.wikipedia.org/wiki/Canadian_Mennonite_University","Not reported","2,500-5,000 US$ (1,800-3,700 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)"
"Nova Scotia","http://www.4icu.org/ca/nova-scotia/","St. Francis Xavier University","http://www.4icu.org/reviews/574.htm","St. Francis Xavier University","Established in 1853, St. Francis Xavier University is a non-profit public higher education institution located in the rural setting of the small town of Antigonish (population range of 2,500-9,999 inhabitants), Nova Scotia.  Officially accredited and/or recognized by the Department of Labour and Advanced Education, Nova Scotia, St. Francis Xavier University (StFX) is a small (uniRank enrollment range: 4,000-4,999 students) coeducational higher education institution formally affiliated with the Christian-Catholic religion. St. Francis Xavier University (StFX) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. International applicants are eligible to apply for enrollment.  StFX also provides several academic and non-academic facilities and services to students including a library,  sport facilities and/or activities,  study abroad and exchange programs,  as well as administrative services.","http://www.stfx.ca","StFX","1853","Quaecumque Sunt Vera (Philippians 4:4-9)
Whatsoever things are true","PO Box 5000

Antigonish (population range: 2,500-9,999)

B2G 1C0 Nova Scotia Canada","+1 (902) 863 3300","+1 (902) 867 5153","null","+1","4,000-4,999","Semesters","200-299","Rural","Public","Christian-Catholic","Non-Profit","Yes","Not reported","Not reported","Yes","Yes","Not reported","[{""accreditations"":""\n\nDepartment of Labour and Advanced Education, Nova Scotia\n""}]","[{""affiliations"":""Universities Canada (UC)""},{""affiliations"":""Canadian University Society for Intercollegiate Debate (CUSID)""},{""affiliations"":""Canadian Bureau for International Education (CBIE)""},{""affiliations"":""Canadian University Press (CUP)""},{""affiliations"":""Association of Catholic Colleges and Universities (ACCU)""}]","https://www.facebook.com/stfxuniversity/","https://twitter.com/stfxuniversity","https://www.linkedin.com/school/45494","","","Not reported","https://en.wikipedia.org/wiki/St._Francis_Xavier_University","Not reported","5,000-7,500 US$ (3,700-5,500 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)","12,500-15,000 US$ (9,200-11,000 Euro)"
"Ontario","http://www.4icu.org/ca/ontario/","Collège militaire royal du Canada","http://www.4icu.org/reviews/563.htm","Collège militaire royal du Canada","Founded in 1876, Collège militaire royal du Canada (Royal Military College of Canada) is a non-profit public higher education institution located in the urban setting of the large town of Kingston (population range of 50,000-249,999 inhabitants), Ontario. This institution has also branch campuses in the following location(s): Saint-Jean sur Richelieu. Officially accredited and/or recognized by the Ministry of Advanced Education and Skills Development, Ontario, Collège militaire royal du Canada (RMC) is a very small (uniRank enrollment range: 500-999 students) coeducational higher education institution. Collège militaire royal du Canada (RMC) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation degrees), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 141 years old higher-education institution has a selective admission policy based on entrance examinations and students' past academic record and grades.  The admission rate range is 10-20% making this Canadian higher education organization a most selective institution. International students are welcome to apply for enrollment.  RMC also provides several academic and non-academic facilities and services to students including a library,  housing,  sport facilities and/or activities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services.","http://www.rmcc-cmrc.ca","RMC","1876","Vérité, Devoir, Vaillance
Truth, Duty, Valour","PO Box 17000, Station Forces

Kingston (population range: 50,000-249,999)

K7K 7B4 Ontario Canada","+1 (866) 762 2672","+1 (613) 541 6000","Saint-Jean sur Richelieu","PO Box 17000, Station Forces

Kingston K7K 7B4+1 (613) 541 6000

(613) 541-6000 ext. 6984 or 6652","500-999","Semesters","400-499","Urban","Public","None","Non-Profit","Yes","Yes","Yes","Yes","Yes","Yes","[{""accreditations"":""\n\nMinistry of Advanced Education and Skills Development, Ontario\n""},{""accreditations"":""Canadian Engineering Accreditation Board (CEAB)""},{""accreditations"":""Chemical Institute of Canada (CIC)""},{""accreditations"":""Canadian Society for Chemical Engineering (CSChE)""}]","[{""affiliations"":""Universities Canada (UC)""},{""affiliations"":""Association of Universities of the Canadian Francophonie (AUFC)""},{""affiliations"":""Council of Ontario Universities (COU)""},{""affiliations"":""Canadian Virtual University (CVU)""},{""affiliations"":""University of the Arctic (UArctic)""},{""affiliations"":""Canadian University Society for Intercollegiate Debate""}]","https://www.facebook.com/RoyalMilitaryCollegeOfCanada/","","https://www.linkedin.com/school/490339","https://www.flickr.com/photos/rmc","","Not reported","https://en.wikipedia.org/wiki/Royal_Military_College_of_Canada","10-20%","1,000-2,500 US$ (750-1,800 Euro)","5,000-7,500 US$ (3,700-5,500 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)","7,500-10,000 US$ (5,500-7,400 Euro)"
"Quebec","http://www.4icu.org/ca/quebec/","Université de Montréal","http://www.4icu.org/reviews/595.htm","Université de Montréal","Founded in 1878, Université de Montréal (University of Montréal) is a non-profit public higher education institution located in the urban setting of the large city of Montreal (population range of 1,000,000-5,000,000 inhabitants), Quebec.  Officially accredited and/or recognized by the Ministre de l'Éducation, de l'Enseignement supérieur et de la Recherche, Québec (Ministry of Education, Higher Education and Research, Quebec), Université de Montréal (UdeM) is a very large (uniRank enrollment range: over-45,000 students) coeducational higher education institution. Université de Montréal (UdeM) offers courses and programs leading to officially recognized higher education degrees such as bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 139 years old higher-education institution has a selective admission policy based on students' past academic record and grades.  The admission rate range is 40-50% making this Canadian higher education organization a averagely selective institution. International students are welcome to apply for enrollment.  UdeM also provides several academic and non-academic facilities and services to students including a library,  housing,  sport facilities and/or activities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services.","http://www.umontreal.ca","UdeM","1878","Fide Splendet et Scientia
May it shine with truth and knowledge","CP 6128, Succursale Centre Ville

Montreal (population range: 1,000,000-5,000,000)

H3C 3J7 Quebec Canada","+1 (514) 343 6111","+1 (514) 343 2098","null","C.P. 6205, Succursale Centre Ville

Montréal H3C 3T5+1 (514) 343 7076","over-45,000","Trimesters","over-5,000","Urban","Public","None","Non-Profit","Yes","Yes","Yes","Yes","Yes","Yes","[{""accreditations"":""\n\nMinistre de l'Éducation, de l'Enseignement supérieur et de la Recherche, Québec\n""},{""accreditations"":""American Library Association (ALA), Committee on Accreditation""},{""accreditations"":""Commission on Accreditation of Healthcare Management Education (CAHME)""},{""accreditations"":""Planning Accreditation Board (PAB)""}]","[{""affiliations"":""Universities Canada (UC)""},{""affiliations"":""Association of Commonwealth Universities (ACU)""},{""affiliations"":""U15 Group of Canadian Research Universities (U15)""},{""affiliations"":""International Forum of Public Universities (IFPU)""},{""affiliations"":""Association of Universities of the Canadian Francophonie (AUFC)""},{""affiliations"":""Canadian Burea""}]","https://www.facebook.com/umontreal/","https://twitter.com/Umontreal","https://www.linkedin.com/company/universite-de-montreal","https://www.instagram.com/umontreal/","","Université de Montréal's official iTunes U channel for video lectures and course podcasts. Direct link (iTunes software required)","https://en.wikipedia.org/wiki/Universit%C3%A9_de_Montr%C3%A9al","40-50%","1,000-2,500 US$ (750-1,800 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)","1,000-2,500 US$ (750-1,800 Euro)","10,000-12,500 US$ (7,400-9,200 Euro)"
"Newfoundland and Labrador","http://www.4icu.org/ca/newfoundland-and-labrador/","Memorial University of Newfoundland","http://www.4icu.org/reviews/549.htm","Memorial University of Newfoundland","Founded in 1925, Memorial University of Newfoundland is a non-profit public higher education institution located in the urban setting of the large town of St John’s (population range of 50,000-249,999 inhabitants), Newfoundland and Labrador. This institution has also branch campuses in the following location(s): Corner Brook, Harlow. Officially accredited and/or recognized by the Department of Advanced Education, Skills and Labour, Newfoundland & Labrador, Memorial University of Newfoundland (MUN) is a large (uniRank enrollment range: 15,000-19,999 students) coeducational higher education institution. Memorial University of Newfoundland (MUN) offers courses and programs leading to officially recognized higher education degrees such as pre-bachelor degrees (i.e. certificates, diplomas, associate or foundation degrees), bachelor degrees, master degrees, doctorate degrees in several areas of study. See the uniRank degree levels and areas of study matrix below for further details. This 92 years old higher-education institution has a selective admission policy based on students' past academic record and grades.  The admission rate range is 60-70% making this Canadian higher education organization a somewhat selective institution. International students are welcome to apply for enrollment.  MUN also provides several academic and non-academic facilities and services to students including a library,  housing,  sport facilities and/or activities,  financial aids and/or scholarships,  study abroad and exchange programs,  online courses and distance learning opportunities,  as well as administrative services.","http://www.mun.ca","MUN","1925","Provehito in Altum
Launch forth into the deep","230 Elizabeth Avenue

St John’s (population range: 50,000-249,999)

A1C 5S7 Newfoundland and Labrador Canada","+1 (709) 737 8896","+1 (709) 737 8611","Corner Brook, Harlow","Arts Room 2000, Memorial University

St. John's A1C 5S7+1 (709) 737 4431

(709) 737 354 8896","15,000-19,999","Semesters","over-5,000","Urban","Public","None","Non-Profit","Yes","Yes","Yes","Yes","Yes","Yes","[{""accreditations"":""\n\nDepartment of Advanced Education, Skills and Labour, Newfoundland & Labrador\n""},{""accreditations"":""Association to Advance Collegiate Schools of Business (AACSB International)""}]","[{""affiliations"":""Universities Canada (UC)""},{""affiliations"":""Association of Commonwealth Universities (ACU)""},{""affiliations"":""Canadian Virtual University (CVU)""},{""affiliations"":""Canadian University Society for Intercollegiate Debate (CUSID)""},{""affiliations"":""University of the Arctic (UArctic)""},{""affiliations"":""Association of Theological Schools in the Unit""}]","https://www.facebook.com/MemorialUniversity/","https://twitter.com/MemorialU","https://www.linkedin.com/school/16992","https://www.instagram.com/memorialuniversity/","","Not reported","https://en.wikipedia.org/wiki/Memorial_University_of_Newfoundland","60-70%","2,500-5,000 US$ (1,800-3,700 Euro)","7,500-10,000 US$ (5,500-7,400 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)","2,500-5,000 US$ (1,800-3,700 Euro)"
